iso_code,continent,location,date,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
AUT,Europe,Austria,25/02/2020,,,,,,,,,,,,,,,,,,,11.11,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,26/02/2020,,,,,,,,,,,,,,,,,,,11.11,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,27/02/2020,,,,,,,,,,,,,,,,,,,11.11,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,28/02/2020,,,,,,,,,,,,,,,,,,,11.11,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,29/02/2020,,,,,,,,,,,,,,,,,,,11.11,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,01/03/2020,,,,,,,,,,,,,,,,,,,11.11,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,02/03/2020,,,,,,,,,,,,,,,,,,,11.11,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,03/03/2020,,,,,,,,,,,,,,,,,,,11.11,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,04/03/2020,,,,,,,,,,,,,,,,,,,11.11,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,05/03/2020,,,,,,,,,,,,,,,,,,,11.11,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,06/03/2020,,,,,,,,,,,,,,,,,,,11.11,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,07/03/2020,,,,,,,,,,,,,,,,,,,11.11,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,08/03/2020,,,,,,,,,,,,,,,,,,,11.11,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,09/03/2020,,,,,,,,,,,,,,,,,,,19.44,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,10/03/2020,,,,,,,,,,,,,,,,,,,19.44,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,11/03/2020,,,,,,,,,,,,,,,,,,,30.56,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,12/03/2020,,,,,,,,,,,,,,,,,,,34.26,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,13/03/2020,,,,,,,,,,,,,,,,,,,48.15,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,14/03/2020,,,,,,,,,,,,,,,,,,,48.15,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,15/03/2020,,,,,,,,,,,,,,,,,,,48.15,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,16/03/2020,,,,,,,,,,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,17/03/2020,,,,,,,,,,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,18/03/2020,,,,,,,,,,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,19/03/2020,,,,,,,,,,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,20/03/2020,,,,,,,,,,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,21/03/2020,,,,,,,,,,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,22/03/2020,,,,,,,,,,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,23/03/2020,,,,,,,,,,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,24/03/2020,,,,,,,,,,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,25/03/2020,,,,,,,,,,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,26/03/2020,,,,,,,,,,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,27/03/2020,,,,,,,,,,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,28/03/2020,,,,,,,,,,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,29/03/2020,,,,,,,,,,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,30/03/2020,,,,,,,,,,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,31/03/2020,,,,,,,,,,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,01/04/2020,,16834,1.869,,,,,,tests performed,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,02/04/2020,75356,92190,10.236,8.367,,,,,tests performed,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,03/04/2020,6153,98343,10.919,0.683,,,,,tests performed,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,04/04/2020,5791,104134,11.562,0.643,,,,,tests performed,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,05/04/2020,4282,108416,12.038,0.475,,,,,tests performed,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,06/04/2020,2880,111296,12.357,0.32,,,,,tests performed,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,07/04/2020,3939,115235,12.795,0.437,,,,,tests performed,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,08/04/2020,5520,120755,13.408,0.613,14846,1.648,0.021,46.6,tests performed,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,09/04/2020,5532,126287,14.022,0.614,4871,0.541,0.062,16.1,tests performed,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,10/04/2020,8456,134743,14.961,0.939,5200,0.577,0.056,17.9,tests performed,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,11/04/2020,6232,140975,15.653,0.692,5263,0.584,0.055,18.2,tests performed,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,12/04/2020,3902,144877,16.086,0.433,5209,0.578,0.052,19.3,tests performed,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,13/04/2020,3535,148412,16.479,0.392,5302,0.589,0.047,21.3,tests performed,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,14/04/2020,3384,151796,16.854,0.376,5223,0.58,0.043,23,tests performed,,,,,,,,,,77.78,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,15/04/2020,5005,156801,17.41,0.556,5149,0.572,0.039,25.9,tests performed,,,,,,,,,,77.78,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,16/04/2020,6015,162816,18.078,0.668,5218,0.579,0.034,29.6,tests performed,,,,,,,,,,77.78,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,17/04/2020,6456,169272,18.795,0.717,4933,0.548,0.03,33.2,tests performed,,,,,,,,,,77.78,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,18/04/2020,6660,175932,19.534,0.739,4994,0.554,0.025,40.4,tests performed,,,,,,,,,,77.78,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,19/04/2020,3312,179244,19.902,0.368,4910,0.545,0.023,42.7,tests performed,,,,,,,,,,77.78,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,20/04/2020,3705,182949,20.313,0.411,4934,0.548,0.022,45.8,tests performed,,,,,,,,,,77.78,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,21/04/2020,6069,189018,20.987,0.674,5317,0.59,0.017,57.5,tests performed,,,,,,,,,,77.78,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,22/04/2020,12776,201794,22.406,1.419,6428,0.714,0.013,76.4,tests performed,,,,,,,,,,77.78,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,23/04/2020,4041,205835,22.854,0.449,6146,0.682,0.012,81.8,tests performed,,,,,,,,,,75,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,24/04/2020,6851,212686,23.615,0.761,6202,0.689,0.011,91.2,tests performed,,,,,,,,,,75,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,25/04/2020,8403,221089,24.548,0.933,6451,0.716,0.011,94.7,tests performed,,,,,,,,,,75,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,26/04/2020,6542,227631,25.274,0.726,6912,0.767,0.01,101.6,tests performed,,,,,,,,,,75,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,27/04/2020,4906,232537,25.819,0.545,7084,0.787,0.01,103.5,tests performed,,,,,,,,,,75,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,28/04/2020,7041,239578,26.601,0.782,7223,0.802,0.01,104.5,tests performed,,,,,,,,,,75,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,29/04/2020,8176,247754,27.509,0.908,6566,0.729,0.01,96.4,tests performed,,,,,,,,,,75,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,30/04/2020,8645,256399,28.469,0.96,7223,0.802,0.009,112.4,tests performed,,,,,,,,,,75,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,01/05/2020,7680,264079,29.321,0.853,7342,0.815,0.009,111.7,tests performed,,,,,,,,,,67.59,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,02/05/2020,5540,269619,29.936,0.615,6933,0.77,0.008,118.4,tests performed,,,,,,,,,,64.81,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,03/05/2020,4736,274355,30.462,0.526,6675,0.741,0.008,125.6,tests performed,,,,,,,,,,64.81,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,04/05/2020,4716,279071,30.986,0.524,6648,0.738,0.007,134.1,tests performed,,,,,,,,,,64.81,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,05/05/2020,6812,285883,31.742,0.756,6615,0.734,0.006,158,tests performed,,,,,,,,,,64.81,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,06/05/2020,6371,292254,32.45,0.707,6357,0.706,0.006,157.8,tests performed,,,,,,,,,,64.81,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,07/05/2020,5640,297894,33.076,0.626,5928,0.658,0.007,138.3,tests performed,,,,,,,,,,64.81,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,08/05/2020,6175,304069,33.761,0.686,5713,0.634,0.006,164.6,tests performed,,,,,,,,,,64.81,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,09/05/2020,7621,311690,34.608,0.846,6010,0.667,0.007,153,tests performed,,,,,,,,,,64.81,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,10/05/2020,4818,316508,35.143,0.535,6022,0.669,0.006,153.8,tests performed,,,,,,,,,,64.81,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,11/05/2020,2976,319484,35.473,0.33,5773,0.641,0.006,154.8,tests performed,,,,,,,,,,59.26,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,12/05/2020,9830,329314,36.564,1.091,6204,0.689,0.007,139.6,tests performed,,,,,,,,,,59.26,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,13/05/2020,6938,336252,37.335,0.77,6285,0.698,0.007,140.6,tests performed,,,,,,,,,,59.26,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,14/05/2020,8354,344606,38.262,0.928,6673,0.741,0.007,152.7,tests performed,,,,,,,,,,59.26,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,15/05/2020,6745,351351,39.011,0.749,6755,0.75,0.007,141.1,tests performed,,,,,,,,,,59.26,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,16/05/2020,6042,357393,39.682,0.671,6529,0.725,0.008,124.2,tests performed,,,,,,,,,,59.26,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,17/05/2020,5116,362509,40.25,0.568,6572,0.73,0.008,124,tests performed,,,,,,,,,,59.26,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,18/05/2020,3560,366069,40.645,0.395,6655,0.739,0.008,120.4,tests performed,,,,,,,,,,59.26,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,19/05/2020,6366,372435,41.352,0.707,6160,0.684,0.008,119.8,tests performed,,,,,,,,,,59.26,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,20/05/2020,7157,379592,42.147,0.795,6191,0.687,0.008,121.7,tests performed,,,,,,,,,,59.26,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,21/05/2020,6045,385637,42.818,0.671,5862,0.651,0.008,118.6,tests performed,,,,,,,,,,59.26,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,22/05/2020,4851,390488,43.357,0.539,5591,0.621,0.008,119.7,tests performed,,,,,,,,,,59.26,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,23/05/2020,5875,396363,44.009,0.652,5567,0.618,0.007,136.7,tests performed,,,,,,,,,,59.26,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,24/05/2020,5494,401857,44.619,0.61,5621,0.624,0.007,150.8,tests performed,,,,,,,,,,59.26,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,25/05/2020,3484,405341,45.006,0.387,5610,0.623,0.007,145.4,tests performed,,,,,,,,,,59.26,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,26/05/2020,5844,411185,45.655,0.649,5536,0.615,0.006,164.2,tests performed,,,,,,,,,,59.26,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,27/05/2020,7521,418706,46.49,0.835,5588,0.62,0.006,164.4,tests performed,,,,,,,,,,59.26,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,28/05/2020,8666,427372,47.452,0.962,5962,0.662,0.005,186.3,tests performed,,,,,,,,,,59.26,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,29/05/2020,6930,434302,48.221,0.769,6259,0.695,0.005,200.1,tests performed,,,,,,,,,,53.7,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,30/05/2020,7841,442143,49.092,0.871,6540,0.726,0.004,230,tests performed,,,,,,,,,,53.7,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,31/05/2020,6391,448534,49.802,0.71,6668,0.74,0.005,204.7,tests performed,,,,,,,,,,53.7,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,01/06/2020,3286,451820,50.167,0.365,6640,0.737,0.004,239.6,tests performed,,,,,,,,,,53.7,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,02/06/2020,4558,456378,50.673,0.506,6456,0.717,0.004,223.7,tests performed,,,,,,,,,,53.7,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,03/06/2020,6580,462958,51.403,0.731,6322,0.702,0.004,245.9,tests performed,,,,,,,,,,50,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,04/06/2020,8508,471466,52.348,0.945,6299,0.699,0.004,249.1,tests performed,,,,,,,,,,50,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,05/06/2020,7983,479449,53.234,0.886,6450,0.716,0.004,240.2,tests performed,,,,,,,,,,50,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,06/06/2020,6463,485912,53.952,0.718,6253,0.694,0.005,205.5,tests performed,,,,,,,,,,50,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,07/06/2020,3685,489597,54.361,0.409,5866,0.651,0.004,240.1,tests performed,,,,,,,,,,50,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,08/06/2020,5164,494761,54.934,0.573,6134,0.681,0.005,182.7,tests performed,,,,,,,,,,50,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,09/06/2020,6160,500921,55.618,0.684,6363,0.706,0.005,202.5,tests performed,,,,,,,,,,50,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,10/06/2020,5423,506344,56.22,0.602,6198,0.688,0.005,185.4,tests performed,,,,,,,,,,50,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,11/06/2020,3967,510311,56.661,0.44,5549,0.616,0.006,169.6,tests performed,,,,,,,,,,50,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,12/06/2020,6270,516581,57.357,0.696,5305,0.589,0.006,168,tests performed,,,,,,,,,,50,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,13/06/2020,4395,520976,57.845,0.488,5009,0.556,0.005,194.8,tests performed,,,,,,,,,,50,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,14/06/2020,3864,524840,58.274,0.429,5035,0.559,0.006,170.3,tests performed,,,,,,,,,,50,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,15/06/2020,2830,527670,58.588,0.314,4701,0.522,0.005,197,tests performed,,,,,,,,,,50,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,16/06/2020,5030,532700,59.147,0.558,4540,0.504,0.007,151.3,tests performed,,,,,,,,,,50,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,17/06/2020,7915,540615,60.026,0.879,4896,0.544,0.006,173.1,tests performed,,,,,,,,,,50,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,18/06/2020,5312,545927,60.615,0.59,5088,0.565,0.005,188.4,tests performed,,,,,,,,,,50,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,19/06/2020,6203,552130,61.304,0.689,5078,0.564,0.006,171.7,tests performed,,,,,,,,,,50,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,20/06/2020,6078,558208,61.979,0.675,5319,0.591,0.007,152,tests performed,,,,,,,,,,50,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,21/06/2020,2376,560584,62.243,0.264,5106,0.567,0.006,154.1,tests performed,,,,,,,,,,50,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,22/06/2020,5216,565800,62.822,0.579,5447,0.605,0.006,155.6,tests performed,,,,,,,,,,50,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,23/06/2020,6673,572473,63.563,0.741,5682,0.631,0.006,181.6,tests performed,,,,,,,,,,50,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,24/06/2020,6111,578584,64.241,0.679,5424,0.602,0.006,154.3,tests performed,,,,,,,,,,50,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
AUT,Europe,Austria,25/06/2020,5659,584243,64.87,0.628,5474,0.608,0.007,150.9,tests performed,,,,,,,,,,50,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922
